payment_id,transaction_id,payment_date,amount,currency,payment_method,paying_entity_id,paying_entity_type,settlement_route
PAY0003842,TXN0004505,2024-05-09,207201.76,USD,letter_of_credit,CUST00075,customer,direct
PAY0003843,TXN0004506,2022-03-16,639157.24,USD,documentary_collection,CUST00150,customer,direct
PAY0003844,TXN0004507,2024-12-19,67306.66,GBP,letter_of_credit,CUST00156,customer,direct
PAY0003845,TXN0004508,2023-09-16,15628.97,USD,wire,CUST00043,customer,direct
PAY0003846,TXN0004509,2023-02-13,480665.44,USD,wire,CUST00092,customer,direct
PAY0003847,TXN0004511,2023-08-27,129571.2,EUR,wire,CUST00094,customer,direct
PAY0003848,TXN0004512,2023-03-17,49874.47,EUR,documentary_collection,CUST00069,customer,direct
PAY0003849,TXN0004513,2023-01-14,25351.86,USD,wire,CUST00001,customer,direct
PAY0003850,TXN0004515,2024-10-29,4601.12,USD,documentary_collection,CUST00115,customer,direct
PAY0003851,TXN0004516,2024-02-02,4106.42,GBP,wire,CUST00084,customer,direct
PAY0003852,TXN0004517,2022-12-06,39882.32,GBP,wire,CUST00020,customer,direct
PAY0003853,TXN0004518,2024-03-22,24986.41,GBP,letter_of_credit,CUST00013,customer,direct
PAY0003854,TXN0004519,2024-02-16,2105.26,USD,wire,CUST00087,customer,direct
PAY0003855,TXN0004520,2022-06-16,3429.8,USD,letter_of_credit,CUST00117,customer,direct
PAY0003856,TXN0004521,2022-08-24,53598.58,GBP,wire,CUST00047,customer,direct
PAY0003857,TXN0004522,2022-09-24,79111.13,GBP,documentary_collection,CUST00134,customer,direct
PAY0003858,TXN0004523,2022-06-06,1325767.1,GBP,wire,CUST00071,customer,direct
PAY0003859,TXN0004526,2024-07-22,819.66,GBP,wire,CUST00033,customer,direct
PAY0003860,TXN0004527,2023-09-16,9857.54,GBP,wire,CUST00003,customer,direct
PAY0003861,TXN0004529,2024-08-09,2999.62,USD,wire,CUST00052,customer,direct
PAY0003862,TXN0004530,2022-08-07,6075.0,USD,wire,CUST00093,customer,direct
PAY0003863,TXN0004531,2025-02-04,469420.13,USD,wire,CUST00179,customer,direct
PAY0003864,TXN0004532,2022-02-01,13672.79,GBP,wire,CUST00040,customer,direct
PAY0003865,TXN0004534,2022-12-27,5680.67,GBP,wire,CUST00035,customer,direct
PAY0003866,TXN0004535,2023-09-13,488826.22,GBP,wire,CUST00058,customer,direct
PAY0003867,TXN0004536,2024-08-03,964866.67,GBP,wire,CUST00037,customer,direct
PAY0003868,TXN0004537,2024-05-31,6287.32,USD,wire,CUST00058,customer,direct
PAY0003869,TXN0004538,2022-12-04,639900.01,GBP,wire,CUST00175,customer,direct
PAY0003870,TXN0004539,2022-04-04,1777.7,GBP,letter_of_credit,CUST00069,customer,direct
PAY0003871,TXN0004540,2022-12-01,4388.26,GBP,letter_of_credit,CUST00115,customer,direct
PAY0003872,TXN0004541,2024-07-02,38775668.83,GBP,letter_of_credit,CUST00124,customer,direct
PAY0003873,TXN0004542,2023-08-27,1130.03,USD,wire,CUST00024,customer,direct
PAY0003874,TXN0004543,2024-05-09,63929.07,GBP,wire,CUST00045,customer,direct
PAY0003875,TXN0004544,2023-08-07,9072.68,GBP,wire,CUST00075,customer,direct
PAY0003876,TXN0004547,2022-02-10,10792.4,GBP,wire,CUST00117,customer,direct
PAY0003877,TXN0004548,2024-03-19,3768.35,USD,letter_of_credit,CUST00055,customer,direct
PAY0003878,TXN0004549,2022-09-01,2570524.33,GBP,letter_of_credit,CUST00059,customer,direct
PAY0003879,TXN0004550,2023-02-11,162533.61,EUR,wire,CUST00109,customer,direct
PAY0003880,TXN0004551,2023-02-25,9151.31,USD,documentary_collection,CUST00171,customer,direct
PAY0003881,TXN0004552,2023-12-28,81619.9,GBP,wire,CUST00156,customer,direct
PAY0003882,TXN0004553,2024-11-20,13425.73,GBP,letter_of_credit,CUST00177,customer,direct
PAY0003883,TXN0004554,2024-05-17,22364.02,GBP,letter_of_credit,CUST00075,customer,direct
PAY0003884,TXN0004557,2023-08-26,38089.22,USD,letter_of_credit,CUST00062,customer,direct
PAY0003885,TXN0004558,2022-06-23,82168.12,GBP,wire,CUST00055,customer,direct
PAY0003886,TXN0004559,2023-07-31,323707.78,USD,wire,CUST00038,customer,direct
PAY0003887,TXN0004560,2025-01-10,80452.59,EUR,letter_of_credit,CUST00028,customer,direct
PAY0003888,TXN0004562,2023-02-06,3186.32,GBP,wire,CUST00119,customer,direct
PAY0003889,TXN0004564,2024-11-14,613909.52,USD,wire,CUST00007,customer,direct
PAY0003890,TXN0004566,2024-11-27,65411.66,USD,wire,CUST00152,customer,direct
PAY0003891,TXN0004567,2024-02-26,196268.88,USD,wire,CUST00077,customer,direct
PAY0003892,TXN0004571,2023-01-28,23268.68,GBP,wire,INTM00022,intermediary,third_party
PAY0003893,TXN0004572,2022-02-14,8510.81,GBP,letter_of_credit,CUST00167,customer,direct
PAY0003894,TXN0004573,2023-05-31,40409.68,USD,wire,CUST00179,customer,direct
PAY0003895,TXN0004574,2024-12-27,1055452.98,USD,letter_of_credit,CUST00062,customer,direct
PAY0003896,TXN0004576,2022-07-14,187597.74,GBP,letter_of_credit,CUST00154,customer,direct
PAY0003897,TXN0004577,2024-10-28,47566.53,GBP,letter_of_credit,CUST00014,customer,direct
PAY0003898,TXN0004578,2024-11-02,2423.49,GBP,wire,CUST00089,customer,direct
PAY0003899,TXN0004579,2024-08-13,13332.41,GBP,letter_of_credit,CUST00119,customer,direct
PAY0003900,TXN0004580,2025-01-07,179944.94,GBP,wire,CUST00076,customer,direct
PAY0003901,TXN0004582,2024-10-26,2263.81,GBP,letter_of_credit,CUST00089,customer,direct
PAY0003902,TXN0004585,2023-01-07,337844.38,EUR,letter_of_credit,CUST00108,customer,direct
PAY0003903,TXN0004586,2023-06-24,178055.51,EUR,letter_of_credit,CUST00044,customer,direct
PAY0003904,TXN0004587,2023-04-03,575623.45,GBP,letter_of_credit,CUST00161,customer,direct
PAY0003905,TXN0004588,2023-07-29,16850.29,USD,wire,CUST00016,customer,direct
PAY0003906,TXN0004589,2024-03-20,15306.27,GBP,wire,CUST00013,customer,direct
PAY0003907,TXN0004590,2022-10-12,11408.82,EUR,wire,CUST00007,customer,direct
PAY0003908,TXN0004591,2022-02-11,898426.18,USD,letter_of_credit,CUST00063,customer,direct
PAY0003909,TXN0004592,2023-11-22,4975.18,GBP,letter_of_credit,CUST00110,customer,direct
PAY0003910,TXN0004593,2025-01-30,1846.42,GBP,wire,CUST00178,customer,direct
PAY0003911,TXN0004595,2022-01-28,76722.49,EUR,wire,CUST00033,customer,direct
PAY0003912,TXN0004596,2023-10-30,222119.57,GBP,wire,CUST00067,customer,direct
PAY0003913,TXN0004597,2023-08-28,830.25,USD,wire,CUST00023,customer,direct
PAY0003914,TXN0004600,2023-05-06,147449.48,GBP,wire,CUST00007,customer,direct
PAY0003915,TXN0004601,2024-10-17,469498.88,GBP,wire,CUST00140,customer,direct
PAY0003916,TXN0004602,2024-10-10,35520.71,GBP,letter_of_credit,CUST00042,customer,direct
PAY0003917,TXN0004603,2024-01-16,1259333.8,USD,wire,CUST00122,customer,direct
PAY0003918,TXN0004604,2023-06-30,10273.06,GBP,wire,CUST00147,customer,direct
PAY0003919,TXN0004605,2023-11-03,351944.87,USD,documentary_collection,CUST00140,customer,direct
PAY0003920,TXN0004606,2024-10-07,44123.15,EUR,documentary_collection,CUST00121,customer,direct
PAY0003921,TXN0004607,2022-12-14,4382.62,GBP,documentary_collection,CUST00125,customer,direct
PAY0003922,TXN0004608,2024-09-17,424825.78,EUR,documentary_collection,CUST00034,customer,direct
PAY0003923,TXN0004609,2023-10-28,28440.2,USD,wire,CUST00025,customer,direct
PAY0003924,TXN0004610,2022-04-09,53199158.41,USD,documentary_collection,CUST00069,customer,direct
PAY0003925,TXN0004611,2024-04-22,27496.0,GBP,wire,CUST00110,customer,direct
PAY0003926,TXN0004612,2022-08-31,763098.16,GBP,wire,CUST00112,customer,direct
PAY0003927,TXN0004613,2023-08-22,4327.27,EUR,wire,CUST00140,customer,direct
PAY0003928,TXN0004614,2024-12-04,8266.95,USD,wire,CUST00056,customer,direct
PAY0003929,TXN0004615,2024-06-10,361138.22,USD,documentary_collection,CUST00156,customer,direct
PAY0003930,TXN0004617,2022-04-16,8439.75,GBP,wire,CUST00045,customer,direct
PAY0003931,TXN0004618,2024-09-06,7860.15,GBP,letter_of_credit,CUST00133,customer,direct
PAY0003932,TXN0004619,2023-02-10,4888.4,USD,letter_of_credit,CUST00023,customer,direct
PAY0003933,TXN0004620,2022-03-06,45736.87,EUR,letter_of_credit,CUST00073,customer,direct
PAY0003934,TXN0004621,2024-12-13,43870.59,GBP,wire,CUST00141,customer,direct
PAY0003935,TXN0004622,2022-08-12,41546.43,GBP,letter_of_credit,CUST00139,customer,direct
PAY0003936,TXN0004623,2023-01-01,281446.98,GBP,wire,CUST00047,customer,direct
PAY0003937,TXN0004624,2022-07-09,30050.29,GBP,wire,CUST00030,customer,direct
PAY0003938,TXN0004625,2023-11-25,78890.32,GBP,letter_of_credit,CUST00006,customer,direct
PAY0003939,TXN0004627,2023-08-19,217332.9,USD,wire,CUST00149,customer,direct
PAY0003940,TXN0004629,2024-11-16,1874.86,EUR,wire,CUST00092,customer,direct
PAY0003941,TXN0004630,2024-09-05,51931.59,EUR,documentary_collection,CUST00103,customer,direct
PAY0003942,TXN0004631,2022-08-04,2516.75,GBP,wire,CUST00059,customer,direct
PAY0003943,TXN0004632,2022-08-27,14965.84,USD,wire,CUST00035,customer,direct
PAY0003944,TXN0004633,2022-12-15,3456.85,GBP,letter_of_credit,CUST00003,customer,direct
PAY0003945,TXN0004634,2023-12-12,43819920.33,GBP,wire,CUST00121,customer,direct
PAY0003946,TXN0004635,2024-08-26,605636.53,GBP,letter_of_credit,CUST00007,customer,direct
PAY0003947,TXN0004637,2024-01-31,50273.11,USD,documentary_collection,CUST00143,customer,direct
PAY0003948,TXN0004638,2022-08-26,1314039.89,USD,wire,CUST00105,customer,direct
PAY0003949,TXN0004639,2023-09-13,1673625.95,USD,wire,CUST00089,customer,direct
PAY0003950,TXN0004640,2024-06-17,231528.64,USD,wire,CUST00040,customer,direct
PAY0003951,TXN0004641,2023-03-23,74759.25,USD,wire,CUST00027,customer,direct
PAY0003952,TXN0004642,2022-07-25,11705.99,USD,letter_of_credit,CUST00084,customer,direct
PAY0003953,TXN0004644,2024-05-10,6380.22,USD,wire,CUST00097,customer,direct
PAY0003954,TXN0004645,2024-11-10,5862.71,GBP,letter_of_credit,CUST00030,customer,direct
PAY0003955,TXN0004646,2023-12-13,349464.66,USD,wire,CUST00042,customer,direct
PAY0003956,TXN0004647,2024-02-16,4991.74,GBP,wire,CUST00021,customer,direct
PAY0003957,TXN0004649,2024-11-05,3912.95,USD,letter_of_credit,CUST00050,customer,direct
PAY0003958,TXN0004650,2024-08-31,327142.26,EUR,wire,CUST00041,customer,direct
PAY0003959,TXN0004651,2025-01-05,4873.13,EUR,wire,CUST00099,customer,direct
PAY0003960,TXN0004653,2023-09-18,945798.91,GBP,wire,CUST00038,customer,direct
PAY0003961,TXN0004655,2023-12-06,23091.22,USD,letter_of_credit,CUST00062,customer,direct
PAY0003962,TXN0004656,2023-11-28,2074797.78,USD,wire,CUST00062,customer,direct
PAY0003963,TXN0004657,2024-01-07,741805.58,USD,wire,CUST00087,customer,direct
PAY0003964,TXN0004658,2022-08-24,4923.99,EUR,wire,CUST00026,customer,direct
PAY0003965,TXN0004659,2024-07-26,27122.73,GBP,documentary_collection,CUST00076,customer,direct
PAY0003966,TXN0004660,2023-02-28,44243.12,GBP,wire,CUST00105,customer,direct
PAY0003967,TXN0004661,2024-01-23,1658569.99,USD,wire,CUST00024,customer,direct
PAY0003968,TXN0004664,2022-12-06,2772.81,GBP,wire,CUST00109,customer,direct
PAY0003969,TXN0004665,2024-11-14,19286.2,USD,wire,CUST00007,customer,direct
PAY0003970,TXN0004666,2023-03-15,6228.94,EUR,documentary_collection,CUST00032,customer,direct
PAY0003971,TXN0004667,2024-02-01,416218.93,GBP,letter_of_credit,CUST00064,customer,direct
PAY0003972,TXN0004669,2024-09-24,287677.43,EUR,letter_of_credit,CUST00130,customer,direct
PAY0003973,TXN0004671,2023-05-04,581060.52,USD,wire,CUST00024,customer,direct
PAY0003974,TXN0004672,2022-02-15,3945490.91,EUR,wire,CUST00070,customer,direct
PAY0003975,TXN0004674,2023-10-26,428867.48,GBP,documentary_collection,CUST00017,customer,direct
PAY0003976,TXN0004676,2024-06-06,680535.73,GBP,documentary_collection,CUST00070,customer,direct
PAY0003977,TXN0004677,2024-05-14,32.74,GBP,letter_of_credit,CUST00001,customer,direct
PAY0003978,TXN0004678,2023-06-20,169617.84,GBP,wire,CUST00126,customer,direct
PAY0003979,TXN0004679,2022-05-05,14641.87,GBP,wire,CUST00005,customer,direct
PAY0003980,TXN0004680,2022-11-17,1395.43,USD,letter_of_credit,CUST00067,customer,direct
PAY0003981,TXN0004681,2023-04-19,8550.28,GBP,wire,CUST00036,customer,direct
PAY0003982,TXN0004682,2024-12-31,15115.4,GBP,wire,CUST00106,customer,direct
PAY0003983,TXN0004683,2024-05-12,76071.26,GBP,wire,CUST00011,customer,direct
PAY0003984,TXN0004684,2024-09-26,10732.64,USD,letter_of_credit,CUST00017,customer,direct
PAY0003985,TXN0004685,2025-01-27,97029.18,GBP,wire,CUST00096,customer,direct
PAY0003986,TXN0004686,2022-07-08,39699.18,GBP,letter_of_credit,CUST00179,customer,direct
PAY0003987,TXN0004687,2022-01-30,10594.22,EUR,wire,CUST00008,customer,direct
PAY0003988,TXN0004688,2023-10-17,9753.02,USD,wire,CUST00083,customer,direct
PAY0003989,TXN0004689,2022-11-16,97944.37,USD,letter_of_credit,CUST00145,customer,direct
PAY0003990,TXN0004690,2024-08-23,241388.72,USD,wire,CUST00053,customer,direct
PAY0003991,TXN0004693,2022-09-13,171836.12,GBP,letter_of_credit,CUST00132,customer,direct
PAY0003992,TXN0004694,2023-02-01,61548.87,USD,wire,CUST00053,customer,direct
PAY0003993,TXN0004695,2022-03-07,153.98,EUR,wire,CUST00136,customer,direct
PAY0003994,TXN0004696,2023-01-01,29297.01,USD,letter_of_credit,CUST00122,customer,direct
PAY0003995,TXN0004697,2023-09-12,27165.12,GBP,letter_of_credit,CUST00092,customer,direct
PAY0003996,TXN0004698,2024-10-20,77422.93,USD,wire,CUST00080,customer,direct
PAY0003997,TXN0004699,2024-01-05,50794.46,USD,wire,INTM00035,intermediary,third_party
PAY0003998,TXN0004700,2022-05-14,8562.45,GBP,wire,CUST00158,customer,direct
PAY0003999,TXN0004701,2023-04-30,3437.91,GBP,letter_of_credit,CUST00179,customer,direct
PAY0004000,TXN0004702,2024-05-11,2235.44,GBP,letter_of_credit,CUST00122,customer,direct
PAY0004001,TXN0004703,2023-03-01,142041.16,GBP,wire,CUST00065,customer,direct
PAY0004002,TXN0004704,2023-10-15,3889.12,USD,wire,CUST00020,customer,direct
PAY0004003,TXN0004705,2025-01-14,2050.66,GBP,letter_of_credit,CUST00023,customer,direct
PAY0004004,TXN0004706,2022-06-17,7961.4,USD,wire,CUST00172,customer,direct
PAY0004005,TXN0004707,2023-06-30,7907.47,GBP,wire,CUST00066,customer,direct
PAY0004006,TXN0004708,2023-11-21,4376.27,GBP,wire,CUST00020,customer,direct
PAY0004007,TXN0004709,2024-06-20,49978.06,USD,wire,CUST00041,customer,direct
PAY0004008,TXN0004710,2024-07-31,91099.71,USD,wire,CUST00004,customer,direct
PAY0004009,TXN0004711,2022-12-17,13566.55,USD,documentary_collection,CUST00096,customer,direct
PAY0004010,TXN0004712,2023-05-23,3167.39,USD,wire,CUST00107,customer,direct
PAY0004011,TXN0004713,2024-07-19,502337.59,USD,wire,CUST00069,customer,direct
PAY0004012,TXN0004714,2024-08-01,6286.76,GBP,wire,CUST00134,customer,direct
PAY0004013,TXN0004715,2024-07-03,20105.29,USD,letter_of_credit,CUST00087,customer,direct
PAY0004014,TXN0004716,2024-01-16,87330.8,GBP,letter_of_credit,CUST00173,customer,direct
PAY0004015,TXN0004717,2022-11-12,1090633.9,USD,wire,CUST00138,customer,direct
PAY0004016,TXN0004718,2023-03-15,567397.03,USD,wire,CUST00014,customer,direct
PAY0004017,TXN0004719,2024-01-15,74480.18,GBP,letter_of_credit,INTM00025,intermediary,third_party
PAY0004018,TXN0004720,2022-10-29,23504.03,USD,wire,CUST00136,customer,direct
PAY0004019,TXN0004722,2023-08-23,16101.96,GBP,letter_of_credit,CUST00136,customer,direct
PAY0004020,TXN0004724,2023-02-23,5651.8,USD,letter_of_credit,CUST00007,customer,direct
PAY0004021,TXN0004725,2024-05-29,4887.85,GBP,letter_of_credit,CUST00142,customer,direct
PAY0004022,TXN0004726,2023-06-13,1415965.78,USD,wire,CUST00142,customer,direct
PAY0004023,TXN0004727,2023-01-09,153738.74,EUR,letter_of_credit,CUST00116,customer,direct
PAY0004024,TXN0004728,2023-03-28,9615.88,GBP,wire,CUST00073,customer,direct
PAY0004025,TXN0004729,2023-06-28,7043.71,GBP,documentary_collection,CUST00002,customer,direct
PAY0004026,TXN0004730,2023-12-07,35259.17,USD,wire,CUST00132,customer,direct
PAY0004027,TXN0004731,2025-01-09,5480.9,USD,wire,CUST00119,customer,direct
PAY0004028,TXN0004732,2023-02-09,36812.75,USD,wire,CUST00121,customer,direct
PAY0004029,TXN0004733,2022-08-04,96920.23,USD,documentary_collection,CUST00031,customer,direct
PAY0004030,TXN0004734,2024-12-26,27224182.96,USD,wire,CUST00132,customer,direct
PAY0004031,TXN0004735,2022-06-23,4109.65,GBP,letter_of_credit,CUST00131,customer,direct
PAY0004032,TXN0004736,2024-10-12,8356.71,GBP,wire,CUST00155,customer,direct
PAY0004033,TXN0004737,2022-07-14,1417.26,USD,wire,CUST00103,customer,direct
PAY0004034,TXN0004738,2023-02-22,16265.78,GBP,wire,CUST00132,customer,direct
PAY0004035,TXN0004739,2024-12-20,76315.16,EUR,wire,CUST00073,customer,direct
PAY0004036,TXN0004740,2022-07-12,157846.31,GBP,documentary_collection,CUST00126,customer,direct
PAY0004037,TXN0004741,2022-07-06,2781.42,GBP,letter_of_credit,CUST00125,customer,direct
PAY0004038,TXN0004742,2023-12-02,3164.78,USD,documentary_collection,CUST00141,customer,direct
PAY0004039,TXN0004744,2022-02-22,8639.75,GBP,wire,CUST00001,customer,direct
PAY0004040,TXN0004746,2024-12-01,10966.46,USD,wire,CUST00143,customer,direct
PAY0004041,TXN0004747,2024-04-23,3942.17,GBP,letter_of_credit,CUST00099,customer,direct
PAY0004042,TXN0004749,2023-08-13,218118.34,USD,wire,CUST00131,customer,direct
PAY0004043,TXN0004750,2023-11-16,250277.47,GBP,wire,CUST00082,customer,direct
PAY0004044,TXN0004751,2025-01-19,158604.78,GBP,wire,CUST00075,customer,direct
PAY0004045,TXN0004752,2023-08-11,6122.13,GBP,wire,CUST00145,customer,direct
PAY0004046,TXN0004753,2022-03-12,4760.27,USD,wire,CUST00143,customer,direct
PAY0004047,TXN0004755,2023-11-22,31514.49,USD,wire,CUST00150,customer,direct
PAY0004048,TXN0004757,2023-11-09,1530.71,USD,letter_of_credit,CUST00025,customer,direct
PAY0004049,TXN0004758,2023-05-01,11567.33,USD,wire,CUST00159,customer,direct
PAY0004050,TXN0004759,2023-01-04,26338.49,GBP,wire,CUST00043,customer,direct
PAY0004051,TXN0004760,2024-02-09,6212.97,USD,wire,CUST00037,customer,direct
PAY0004052,TXN0004761,2024-10-02,29329.19,GBP,wire,CUST00049,customer,direct
PAY0004053,TXN0004762,2022-11-18,3298.78,EUR,wire,CUST00089,customer,direct
PAY0004054,TXN0004763,2023-10-12,87743.6,USD,letter_of_credit,CUST00030,customer,direct
PAY0004055,TXN0004765,2022-10-26,36671.14,USD,wire,CUST00071,customer,direct
PAY0004056,TXN0004766,2023-04-27,10860.48,EUR,wire,CUST00040,customer,direct
PAY0004057,TXN0004767,2022-04-18,13603.91,GBP,documentary_collection,CUST00035,customer,direct
PAY0004058,TXN0004768,2023-08-31,5516.52,GBP,wire,CUST00165,customer,direct
PAY0004059,TXN0004770,2023-07-16,165105.61,GBP,wire,CUST00003,customer,direct
PAY0004060,TXN0004771,2024-10-08,11270.08,USD,documentary_collection,CUST00019,customer,direct
PAY0004061,TXN0004773,2022-10-22,2592145.96,USD,wire,CUST00049,customer,direct
PAY0004062,TXN0004775,2024-10-30,419548.48,GBP,wire,CUST00120,customer,direct
PAY0004063,TXN0004776,2024-12-12,1923687.25,EUR,wire,CUST00151,customer,direct
PAY0004064,TXN0004777,2022-06-22,1176542.91,USD,wire,CUST00072,customer,direct
PAY0004065,TXN0004778,2022-10-17,3398.58,GBP,wire,CUST00134,customer,direct
PAY0004066,TXN0004779,2025-01-05,169029.34,USD,wire,CUST00076,customer,direct
PAY0004067,TXN0004780,2023-07-25,52007.45,GBP,documentary_collection,CUST00020,customer,direct
PAY0004068,TXN0004781,2024-07-25,15367.36,GBP,wire,CUST00144,customer,direct
PAY0004069,TXN0004782,2022-02-28,498.08,USD,letter_of_credit,CUST00166,customer,direct
PAY0004070,TXN0004783,2022-05-25,50332.79,EUR,documentary_collection,CUST00178,customer,direct
PAY0004071,TXN0004784,2022-09-18,74715.93,GBP,letter_of_credit,CUST00019,customer,direct
PAY0004072,TXN0004785,2022-05-14,332454.9,EUR,documentary_collection,CUST00102,customer,direct
PAY0004073,TXN0004787,2024-06-19,11501345.09,GBP,wire,CUST00015,customer,direct
PAY0004074,TXN0004788,2023-04-07,1063548.74,USD,wire,CUST00172,customer,direct
PAY0004075,TXN0004790,2022-05-11,427.17,USD,documentary_collection,CUST00049,customer,direct
PAY0004076,TXN0004791,2022-11-26,1505416.51,USD,letter_of_credit,CUST00175,customer,direct
PAY0004077,TXN0004792,2024-04-08,11455.58,GBP,wire,CUST00101,customer,direct
PAY0004078,TXN0004793,2024-07-01,83555.83,GBP,wire,CUST00123,customer,direct
PAY0004079,TXN0004794,2023-09-19,98895.55,GBP,wire,CUST00089,customer,direct
PAY0004080,TXN0004795,2024-10-10,37880715.34,GBP,wire,CUST00136,customer,direct
PAY0004081,TXN0004797,2024-05-31,9852.84,USD,documentary_collection,CUST00122,customer,direct
PAY0004082,TXN0004798,2022-04-14,5678.75,USD,letter_of_credit,CUST00012,customer,direct
PAY0004083,TXN0004799,2024-09-13,47781.41,USD,wire,CUST00033,customer,direct
PAY0004084,TXN0004801,2023-09-28,38532.21,USD,wire,CUST00081,customer,direct
PAY0004085,TXN0004803,2024-05-19,108594.97,GBP,wire,CUST00144,customer,direct
PAY0004086,TXN0004804,2023-10-22,1824921.18,GBP,letter_of_credit,CUST00055,customer,direct
PAY0004087,TXN0004806,2024-03-18,58261.69,USD,documentary_collection,CUST00003,customer,direct
PAY0004088,TXN0004808,2022-06-21,26353.07,EUR,letter_of_credit,CUST00054,customer,direct
PAY0004089,TXN0004810,2022-07-24,107328.97,USD,wire,CUST00073,customer,direct
PAY0004090,TXN0004812,2022-05-27,311744.85,GBP,documentary_collection,CUST00103,customer,direct
PAY0004091,TXN0004813,2025-01-06,1886996.51,GBP,wire,CUST00173,customer,direct
PAY0004092,TXN0004814,2024-01-28,75707.68,USD,documentary_collection,CUST00025,customer,direct
PAY0004093,TXN0004815,2023-07-07,27408.06,USD,wire,CUST00046,customer,direct
PAY0004094,TXN0004817,2023-12-03,14217.75,GBP,wire,CUST00131,customer,direct
PAY0004095,TXN0004818,2022-06-28,44893.04,USD,letter_of_credit,CUST00025,customer,direct
PAY0004096,TXN0004819,2023-08-15,1425.96,USD,letter_of_credit,CUST00042,customer,direct
PAY0004097,TXN0004821,2022-11-21,30729.98,USD,documentary_collection,CUST00111,customer,direct
PAY0004098,TXN0004823,2023-01-17,148498.57,USD,wire,CUST00119,customer,direct
PAY0004099,TXN0004824,2022-08-07,148489.52,GBP,letter_of_credit,CUST00077,customer,direct
PAY0004100,TXN0004825,2025-01-10,65738.97,USD,wire,CUST00060,customer,direct
PAY0004101,TXN0004826,2023-11-04,3668.36,EUR,wire,CUST00156,customer,direct
PAY0004102,TXN0004827,2023-04-07,722447.26,USD,wire,CUST00148,customer,direct
PAY0004103,TXN0004829,2024-01-26,7104.17,GBP,wire,CUST00160,customer,direct
PAY0004104,TXN0004830,2022-06-07,130911.0,GBP,documentary_collection,CUST00043,customer,direct
PAY0004105,TXN0004831,2023-09-30,15158.4,GBP,documentary_collection,CUST00154,customer,direct
PAY0004106,TXN0004832,2022-09-25,558125.74,USD,documentary_collection,CUST00032,customer,direct
PAY0004107,TXN0004834,2024-06-09,6895.34,USD,wire,CUST00100,customer,direct
PAY0004108,TXN0004835,2024-05-11,82640.83,USD,wire,CUST00134,customer,direct
PAY0004109,TXN0004836,2022-07-05,61755.06,USD,wire,CUST00104,customer,direct
PAY0004110,TXN0004837,2022-05-11,2981.48,GBP,wire,CUST00101,customer,direct
PAY0004111,TXN0004838,2023-06-08,4570.42,GBP,wire,CUST00068,customer,direct
PAY0004112,TXN0004839,2023-03-03,6399.07,GBP,wire,CUST00107,customer,direct
PAY0004113,TXN0004840,2024-03-31,152735.35,EUR,letter_of_credit,CUST00086,customer,direct
PAY0004114,TXN0004842,2023-04-10,36390.57,GBP,letter_of_credit,CUST00106,customer,direct
PAY0004115,TXN0004843,2022-08-08,37700.48,GBP,wire,CUST00109,customer,direct
PAY0004116,TXN0004844,2023-01-28,17344.75,USD,documentary_collection,CUST00060,customer,direct
PAY0004117,TXN0004845,2023-07-26,14119.58,USD,wire,CUST00025,customer,direct
PAY0004118,TXN0004846,2022-11-08,2958.71,EUR,wire,CUST00054,customer,direct
PAY0004119,TXN0004848,2022-10-05,140.53,GBP,wire,CUST00029,customer,direct
PAY0004120,TXN0004849,2022-03-22,20413.48,USD,wire,INTM00028,intermediary,third_party
PAY0004121,TXN0004850,2023-12-02,115628.98,GBP,wire,CUST00172,customer,direct
PAY0004122,TXN0004851,2025-01-15,2587666.11,GBP,letter_of_credit,CUST00051,customer,direct
PAY0004123,TXN0004852,2024-12-06,15005.57,EUR,wire,CUST00134,customer,direct
PAY0004124,TXN0004853,2024-11-28,30594230.26,USD,letter_of_credit,CUST00024,customer,direct
PAY0004125,TXN0004855,2024-05-04,1187.87,EUR,wire,CUST00039,customer,direct
PAY0004126,TXN0004856,2022-03-29,628132.16,GBP,wire,CUST00071,customer,direct
PAY0004127,TXN0004857,2022-09-15,31474.07,GBP,wire,CUST00141,customer,direct
PAY0004128,TXN0004858,2024-03-10,1048771.97,GBP,documentary_collection,CUST00037,customer,direct
PAY0004129,TXN0004859,2025-01-21,26759.97,GBP,letter_of_credit,CUST00099,customer,direct
PAY0004130,TXN0004861,2023-12-12,12338.04,USD,letter_of_credit,CUST00005,customer,direct
PAY0004131,TXN0004862,2022-05-26,315835.36,EUR,letter_of_credit,CUST00005,customer,direct
PAY0004132,TXN0004863,2024-12-23,16394.85,USD,wire,CUST00142,customer,direct
PAY0004133,TXN0004864,2023-01-17,200821.55,EUR,wire,CUST00048,customer,direct
PAY0004134,TXN0004865,2022-04-01,15928.36,GBP,wire,INTM00029,intermediary,third_party
PAY0004135,TXN0004866,2024-05-28,3302.76,GBP,documentary_collection,CUST00167,customer,direct
PAY0004136,TXN0004867,2022-08-07,58595.79,GBP,documentary_collection,CUST00159,customer,direct
PAY0004137,TXN0004868,2022-12-22,77140.19,USD,wire,CUST00180,customer,direct
PAY0004138,TXN0004869,2024-02-02,7951.53,GBP,letter_of_credit,CUST00149,customer,direct
PAY0004139,TXN0004870,2024-12-14,35596.69,GBP,documentary_collection,CUST00070,customer,direct
PAY0004140,TXN0004871,2024-10-25,174209.59,EUR,wire,CUST00179,customer,direct
