shipment_id,transaction_id,origin_country_id,destination_country_id,departure_date,arrival_date,declared_weight_kg,declared_value,mode,container_ref
SHIP0002796,TXN0002861,CA,GB,2022-06-25,2022-07-01,2555.3,10544.59,sea,CNT926316
SHIP0002797,TXN0002862,US,GB,2023-09-04,2023-09-28,1751768.3,75046.16,sea,CNT486967
SHIP0002798,TXN0002863,GB,FR,2024-01-22,2024-02-17,2547048.4,11792117.43,sea,CNT400981
SHIP0002799,TXN0002864,KE,GB,2023-11-24,2023-12-27,7929.2,53767.97,sea,CNT224760
SHIP0002800,TXN0002865,GB,BR,2022-05-24,2022-06-24,329869.0,978735.39,air,CNT416949
SHIP0002801,TXN0002866,GB,GB,2022-02-21,2022-03-01,221718.5,12170.05,sea,CNT910768
SHIP0002802,TXN0002867,GB,SG,2023-06-19,2023-06-28,1233073.1,470.4,road,CNT517570
SHIP0002803,TXN0002868,GB,US,2024-02-28,2024-03-04,10237.1,2809.43,air,CNT780713
SHIP0002804,TXN0002870,GB,FR,2024-01-27,2024-02-24,4721.7,458815.0,sea,CNT481425
SHIP0002805,TXN0002871,JP,GB,2024-12-05,2025-01-08,35145.3,1259699.18,sea,CNT374705
SHIP0002806,TXN0002872,GB,EG,2024-09-07,2024-09-21,458902.4,3036.25,sea,CNT423726
SHIP0002807,TXN0002873,GB,ZA,2023-11-30,2023-12-25,10409.4,227350.15,road,CNT570171
SHIP0002808,TXN0002875,US,GB,2022-04-12,2022-04-18,28032.9,232908.95,air,CNT127149
SHIP0002809,TXN0002876,GB,MY,2022-04-09,2022-05-13,1088.7,34198.57,air,CNT745851
SHIP0002810,TXN0002877,GB,CN,2024-02-16,2024-02-24,2582072.2,24129.81,sea,CNT225772
SHIP0002811,TXN0002878,GB,PT,2024-06-03,2024-07-02,2278.5,2096.89,air,CNT939989
SHIP0002812,TXN0002879,GB,BR,2022-08-03,2022-08-15,252644.9,792.66,air,CNT655966
SHIP0002813,TXN0002880,GB,DE,2023-10-19,2023-11-09,1347.3,56058.37,sea,CNT949631
SHIP0002814,TXN0002881,IN,GB,2022-11-18,2022-12-11,167844.8,15317.59,sea,CNT600149
SHIP0002815,TXN0002882,GB,NG,2022-05-05,2022-05-12,78326.6,26619.4,sea,CNT960044
SHIP0002816,TXN0002883,GB,IT,2023-02-26,2023-03-13,1442.7,157120.39,road,CNT121946
SHIP0002817,TXN0002884,IN,GB,2023-05-15,2023-05-20,5762.9,25084.78,sea,CNT128613
SHIP0002818,TXN0002885,CN,GB,2024-05-09,2024-06-06,7700.8,104410.62,sea,CNT828831
SHIP0002819,TXN0002886,NG,GB,2024-08-09,2024-08-28,3059.6,38182.91,air,CNT310187
SHIP0002820,TXN0002887,GB,BR,2024-11-03,2024-11-08,5798.8,20115.19,sea,CNT388311
SHIP0002821,TXN0002888,CA,GB,2022-04-30,2022-05-14,22890.4,833583.16,air,CNT250038
SHIP0002822,TXN0002889,GB,QA,2024-10-13,2024-11-03,3523732.2,8658.54,sea,CNT579007
SHIP0002823,TXN0002890,GB,PT,2023-07-26,2023-08-02,6676.8,9403.02,air,CNT501456
SHIP0002824,TXN0002891,GB,KR,2022-07-10,2022-07-20,172986.7,3007.31,sea,CNT751809
SHIP0002825,TXN0002892,GB,JP,2023-12-16,2024-01-04,11702.1,1179413.95,sea,CNT343264
SHIP0002826,TXN0002893,GB,AU,2022-03-12,,12762.7,10181181.27,air,CNT845740
SHIP0002827,TXN0002894,SG,GB,2023-05-23,2023-06-22,4562.0,34828.49,air,CNT607757
SHIP0002828,TXN0002895,GB,CN,2024-06-30,2024-07-19,5245.4,62213.62,air,CNT583050
SHIP0002829,TXN0002896,GB,CN,2024-12-05,2024-12-18,587.9,194829.65,sea,CNT620687
SHIP0002830,TXN0002897,GB,DE,2022-11-20,2022-12-15,1646.7,36051.39,air,CNT666106
SHIP0002831,TXN0002898,GB,SG,2022-07-13,2022-08-07,6654.3,73418.67,air,CNT475625
SHIP0002832,TXN0002899,GH,GB,2023-10-09,2023-11-10,12150.6,801010.42,sea,CNT804871
SHIP0002833,TXN0002900,US,GB,2022-06-25,2022-07-13,3371.3,67842.16,sea,CNT804177
SHIP0002834,TXN0002901,PL,GB,2024-12-11,2025-01-06,1641407.7,8800.59,road,CNT338545
SHIP0002835,TXN0002902,KE,GB,2023-01-01,2023-01-14,462177.9,3595.06,sea,CNT488317
SHIP0002836,TXN0002903,GB,DE,2022-07-31,2022-08-26,24507.5,1893.46,sea,CNT722851
SHIP0002837,TXN0002904,GB,IT,2022-09-27,2022-10-25,884250.6,465.49,air,CNT116320
SHIP0002838,TXN0002905,GB,PT,2023-02-23,2023-03-03,41966.1,4097.59,road,CNT849695
SHIP0002839,TXN0002906,AU,GB,2024-03-30,2024-04-11,9109.9,61347.15,road,CNT798496
SHIP0002840,TXN0002907,GB,BR,2024-08-11,2024-09-09,1861.5,86049.09,sea,CNT949944
SHIP0002841,TXN0002908,GB,TH,2024-03-23,2024-04-07,55748.0,5034.78,sea,CNT536737
SHIP0002842,TXN0002909,GB,SA,2023-12-21,2023-12-29,205497.0,849946.54,sea,CNT677636
SHIP0002843,TXN0002910,GB,QA,2022-11-02,2022-11-30,3166737.1,1595.82,sea,CNT301533
SHIP0002844,TXN0002911,AU,GB,2024-10-28,2024-11-30,6050.9,9481.98,sea,CNT353115
SHIP0002845,TXN0002912,KE,GB,2025-01-05,2025-02-08,2597121.0,2357.16,air,CNT876030
SHIP0002846,TXN0002913,GB,IE,2023-12-01,2023-12-19,14651.3,2140.5,air,CNT420857
SHIP0002847,TXN0002914,GB,MY,2024-05-10,2024-05-28,4834.5,115710.95,sea,CNT552895
SHIP0002848,TXN0002915,GB,EG,2022-12-07,2023-01-02,2455.8,18310.26,sea,CNT865915
SHIP0002849,TXN0002916,GB,US,2023-05-13,2023-05-31,457038.3,3425.39,road,CNT135318
SHIP0002850,TXN0002917,GB,ZA,2024-06-09,2024-07-05,1847.6,203581.86,sea,CNT625065
SHIP0002851,TXN0002918,GB,KE,2023-04-12,2023-04-30,4538833.0,6046.27,air,CNT515833
SHIP0002852,TXN0002919,GB,NG,2024-04-15,2024-05-01,86.7,56896.49,sea,CNT391211
SHIP0002853,TXN0002920,JP,GB,2024-08-06,2024-08-28,1947836.4,3084.06,road,CNT426428
SHIP0002854,TXN0002921,KE,GB,2024-10-26,2024-11-01,11343.6,69933.71,sea,CNT689020
SHIP0002855,TXN0002922,GB,IT,2022-11-23,2022-11-30,608.8,90495.16,road,CNT163008
SHIP0002856,TXN0002923,VN,GB,2023-06-11,2023-06-16,225038.9,4313.21,sea,CNT816120
SHIP0002857,TXN0002924,BR,GB,2023-03-03,2023-03-18,2462.5,1457.59,road,CNT901635
SHIP0002858,TXN0002925,GB,SG,2023-07-10,2023-08-11,2946102.5,14454.87,road,CNT280340
SHIP0002859,TXN0002926,GB,VN,2024-04-03,2024-05-03,4983.3,42808.5,sea,CNT620204
SHIP0002860,TXN0002927,GB,IN,2022-12-29,2023-01-03,3189211.1,19365.75,road,CNT905445
SHIP0002861,TXN0002928,GB,TH,2022-09-16,2022-09-24,2636.4,140046.42,sea,CNT166472
SHIP0002862,TXN0002929,GB,QA,2022-10-28,2022-11-10,112.4,29848.06,road,CNT905719
SHIP0002863,TXN0002930,GB,IE,2024-04-24,2024-05-26,3706690.9,192.39,air,CNT784043
SHIP0002864,TXN0002931,VN,GB,2025-01-02,2025-01-27,26768.1,425931.81,sea,CNT259962
SHIP0002865,TXN0002932,PT,GB,2022-04-27,2022-05-22,273.8,64045.34,road,CNT591762
SHIP0002866,TXN0002933,GB,SA,2024-12-14,2024-12-22,56796.5,26246.39,sea,CNT988074
SHIP0002867,TXN0002935,BR,GB,2023-08-07,2023-08-12,156720.3,68266.71,sea,CNT984372
SHIP0002868,TXN0002936,GB,CN,2022-06-05,2022-06-16,956732.7,3189.68,road,CNT582316
SHIP0002869,TXN0002937,GB,EG,2024-11-17,2024-12-21,3614.3,148216.29,air,CNT361816
SHIP0002870,TXN0002938,SA,GB,2024-04-17,2024-05-10,1817420.8,6268.02,sea,CNT671198
SHIP0002871,TXN0002939,IT,GB,2023-02-02,2023-02-25,2378.0,18418.08,air,CNT112349
SHIP0002872,TXN0002940,AU,GB,2024-01-31,2024-02-09,1334720.5,12369.64,road,CNT499273
SHIP0002873,TXN0002941,GB,AE,2024-07-26,2024-08-09,3114.6,31797.53,sea,CNT403353
SHIP0002874,TXN0002942,MY,GB,2022-09-03,2022-09-21,13525.4,4890.52,sea,CNT837372
SHIP0002875,TXN0002943,GB,IE,2023-11-29,2023-12-24,1204.7,347519.24,sea,CNT468020
SHIP0002876,TXN0002944,GB,TR,2022-11-29,2022-12-11,1649305.9,10274.9,air,CNT849033
SHIP0002877,TXN0002945,GB,IT,2024-03-03,2024-03-09,2995.0,172182.49,sea,CNT700186
SHIP0002878,TXN0002946,MY,GB,2023-09-18,2023-10-05,4717557.9,2564660.0,air,CNT811708
SHIP0002879,TXN0002947,GB,VN,2024-03-07,2024-03-27,13516.9,1131511.15,sea,CNT873240
SHIP0002880,TXN0002948,GB,FR,2023-12-05,2023-12-12,9015.8,25233.61,sea,CNT803454
SHIP0002881,TXN0002949,TR,GB,2023-12-06,2024-01-05,255220.8,7088.19,road,CNT725929
SHIP0002882,TXN0002950,GB,CA,2022-04-10,2022-04-16,327968.2,551471.68,sea,CNT857334
SHIP0002883,TXN0002951,GH,GB,2024-07-25,2024-08-05,197077.0,65102.18,sea,CNT969072
SHIP0002884,TXN0002952,GB,ES,2022-07-13,2022-07-21,47337.3,2380241.24,air,CNT404442
SHIP0002885,TXN0002953,GB,FR,2023-03-08,2023-04-03,31499.9,227963.95,sea,CNT901290
SHIP0002886,TXN0002954,GB,FR,2023-07-17,2023-08-02,824.2,89318.15,air,CNT776534
SHIP0002887,TXN0002955,CA,GB,2024-07-24,2024-08-24,719041.0,5321.51,sea,CNT869984
SHIP0002888,TXN0002956,PT,GB,2023-11-29,2023-12-08,4530716.8,3426.78,air,CNT310213
SHIP0002889,TXN0002957,GB,TR,2022-07-26,2022-08-16,640.3,588620.39,road,CNT581429
SHIP0002890,TXN0002958,EG,GB,2022-11-18,2022-12-10,1287.0,70189.18,sea,CNT960307
SHIP0002891,TXN0002959,MY,GB,2022-08-17,2022-09-05,319187.6,663399.89,sea,CNT176125
SHIP0002892,TXN0002960,GB,DE,2023-10-18,2023-11-18,2004.8,91549.55,sea,CNT565025
SHIP0002893,TXN0002961,GB,AE,2024-02-29,2024-03-15,786693.5,360.35,air,CNT963151
SHIP0002894,TXN0002962,TR,GB,2024-02-23,2024-03-09,114958.5,549.84,road,CNT461333
SHIP0002895,TXN0002963,GB,PT,2024-04-11,2024-05-08,3212939.3,25151986.62,sea,CNT252931
SHIP0002896,TXN0002964,KE,GB,2024-02-14,2024-03-14,2682879.0,4073120.26,air,CNT587530
SHIP0002897,TXN0002965,GB,DE,2024-09-21,2024-09-29,650569.3,547.03,sea,CNT170252
SHIP0002898,TXN0002966,TR,GB,2024-09-26,2024-10-02,6116.8,1368558.45,sea,CNT967775
SHIP0002899,TXN0002967,EG,GB,2022-11-07,2022-11-26,3258.1,32333.49,sea,CNT865022
SHIP0002900,TXN0002968,GB,GB,2022-12-02,2022-12-29,2900.7,21362.47,air,CNT780884
SHIP0002901,TXN0002970,BR,GB,2022-10-27,2022-11-18,2441.6,539253.87,sea,CNT366589
SHIP0002902,TXN0002971,IN,GB,2023-07-14,2023-07-20,1405.9,146438.39,sea,CNT263453
SHIP0002903,TXN0002972,GB,CA,2023-12-26,2024-01-21,4241.5,18504.98,sea,CNT464436
SHIP0002904,TXN0002973,GB,NL,2024-08-24,2024-09-25,2047684.0,34796.45,sea,CNT431463
SHIP0002905,TXN0002974,BR,GB,2023-10-18,2023-11-13,1148.3,262616.16,sea,CNT238261
SHIP0002906,TXN0002975,GB,IE,2024-12-09,2024-12-19,12093.2,357.62,sea,CNT544401
SHIP0002907,TXN0002976,AE,GB,2023-09-03,2023-09-22,3532.1,1055592.12,sea,CNT165794
SHIP0002908,TXN0002977,GB,IN,2024-07-31,2024-08-12,2834.1,326243.86,air,CNT291651
SHIP0002909,TXN0002978,GB,KR,2024-06-06,2024-07-03,195760.1,1798038.34,sea,CNT949330
SHIP0002910,TXN0002979,GB,NG,2023-06-23,2023-07-26,1838.7,7302.72,sea,CNT384115
SHIP0002911,TXN0002980,SA,GB,2024-08-22,2024-09-01,1355070.6,4924.83,sea,CNT576525
SHIP0002912,TXN0002981,GB,MY,2024-08-13,2024-09-11,1068039.3,255.47,sea,CNT675702
SHIP0002913,TXN0002982,AE,GB,2022-12-18,2022-12-29,1287890.5,6171.76,sea,CNT793441
SHIP0002914,TXN0002983,GB,US,2022-09-01,2022-09-28,4511.2,28914.21,sea,CNT576612
SHIP0002915,TXN0002984,VN,GB,2022-05-21,,45438.1,1386992.23,sea,CNT285050
SHIP0002916,TXN0002985,FR,GB,2024-10-13,2024-11-16,11121.4,457220.75,sea,CNT819709
SHIP0002917,TXN0002986,CA,GB,2023-05-07,2023-05-31,9393.7,187936.03,sea,CNT217335
SHIP0002918,TXN0002987,GB,BR,2023-09-22,2023-10-08,1369150.3,4787.56,sea,CNT521280
SHIP0002919,TXN0002988,GB,AU,2022-11-05,2022-11-28,10144.0,80990.86,sea,CNT884220
SHIP0002920,TXN0002989,GB,JP,2023-03-11,2023-03-24,329320.2,1158.29,sea,CNT604198
SHIP0002921,TXN0002990,GB,PL,2023-03-24,2023-04-23,20375.6,9254.75,sea,CNT648263
SHIP0002922,TXN0002991,AU,GB,2023-10-06,2023-10-11,33384.8,15803.52,sea,CNT526410
SHIP0002923,TXN0002992,GB,GB,2022-07-16,2022-08-12,160435.2,43350.56,air,CNT682743
SHIP0002924,TXN0002993,TH,GB,2024-05-14,2024-06-17,49960.3,1883.04,air,CNT121231
SHIP0002925,TXN0002994,GB,TH,2023-03-08,2023-03-31,270211.6,21087.5,sea,CNT775212
SHIP0002926,TXN0002995,GB,JP,2022-09-25,2022-10-18,741645.4,4034.6,sea,CNT259406
SHIP0002927,TXN0002996,GB,NG,2022-01-22,2022-02-02,2021908.4,5407.14,sea,CNT754183
SHIP0002928,TXN0002997,GB,AU,2022-04-27,2022-05-13,6207224.6,24510.98,sea,CNT636147
SHIP0002929,TXN0002998,GH,GB,2022-10-30,2022-11-20,2976.6,57359.96,sea,CNT449546
SHIP0002930,TXN0002999,GB,FR,2024-03-21,2024-04-16,26771.3,525720.47,road,CNT482312
SHIP0002931,TXN0003000,GB,JP,2024-07-30,2024-08-16,12021.4,1078825.46,sea,CNT480426
SHIP0002932,TXN0003001,AU,GB,2024-11-18,2024-12-14,3694.5,755264.88,sea,CNT327404
SHIP0002933,TXN0003002,GB,GB,2022-11-30,2022-12-20,128401.2,2436.41,air,CNT401846
SHIP0002934,TXN0003003,GB,FR,2023-12-08,2024-01-10,924.0,806023.25,air,CNT755484
SHIP0002935,TXN0003004,GB,JP,2022-10-27,2022-11-05,8089.8,11191.08,sea,CNT804107
SHIP0002936,TXN0003005,GB,QA,2022-06-14,2022-07-05,8801.2,59476.68,road,CNT335595
SHIP0002937,TXN0003006,GB,DE,2023-08-26,2023-09-17,3230.2,19429.21,sea,CNT866195
SHIP0002938,TXN0003007,GB,CA,2023-12-11,2023-12-21,303330.3,46229761.57,sea,CNT946751
SHIP0002939,TXN0003008,DE,GB,2024-04-18,2024-05-04,5528.9,1504089.48,sea,CNT618730
SHIP0002940,TXN0003009,GB,GB,2022-05-16,2022-06-18,51052.1,814052.17,road,CNT201743
SHIP0002941,TXN0003010,GB,IN,2024-04-05,2024-04-16,3797.3,209174.14,air,CNT861139
SHIP0002942,TXN0003011,FR,GB,2022-12-06,2022-12-14,655.2,172362.81,sea,CNT253753
SHIP0002943,TXN0003012,GB,PT,2022-11-11,2022-12-09,17238.0,9227.31,sea,CNT128151
SHIP0002944,TXN0003013,GB,CA,2022-02-12,2022-03-02,48435.0,6066.16,sea,CNT780146
SHIP0002945,TXN0003014,GB,QA,2022-08-22,2022-09-10,94127.8,81039.12,road,CNT597206
SHIP0002946,TXN0003015,GB,SA,2023-06-26,2023-07-26,95579.0,1778.46,road,CNT120211
SHIP0002947,TXN0003016,GB,NG,2022-07-29,2022-08-22,7465294.8,3990.06,road,CNT174866
SHIP0002948,TXN0003017,KE,GB,2022-12-21,2023-01-24,2183485.7,76.81,sea,CNT152824
SHIP0002949,TXN0003018,GB,IN,2023-08-07,2023-08-25,1368.8,90076.38,road,CNT148686
SHIP0002950,TXN0003019,GB,AE,2022-04-22,2022-05-03,164522.5,2228431.58,road,CNT332787
SHIP0002951,TXN0003020,GB,US,2024-08-19,,15986.9,3660460.36,sea,CNT840442
SHIP0002952,TXN0003021,GB,AU,2022-12-13,2022-12-27,1223725.4,8116.85,air,CNT645225
SHIP0002953,TXN0003022,DE,GB,2024-04-14,2024-04-21,6735497.1,10850.11,road,CNT146842
SHIP0002954,TXN0003023,IN,GB,2023-12-17,2024-01-12,241738.8,2546.98,sea,CNT637426
SHIP0002955,TXN0003024,KR,GB,2024-04-12,2024-05-07,515831.9,2869.54,air,CNT563366
SHIP0002956,TXN0003025,GB,NL,2022-11-15,2022-11-25,61469.9,13868.11,road,CNT484972
SHIP0002957,TXN0003026,GB,AE,2022-07-10,2022-08-09,10613.6,5415.68,air,CNT784499
SHIP0002958,TXN0003027,TR,GB,2022-06-08,2022-07-04,5165.9,21384.1,sea,CNT818855
SHIP0002959,TXN0003028,GB,EG,2022-09-16,2022-10-17,98391.2,356080.87,air,CNT195703
SHIP0002960,TXN0003030,GB,CN,2023-11-24,2023-12-10,84836.3,923324.13,sea,CNT702131
SHIP0002961,TXN0003031,GB,QA,2024-04-12,2024-04-23,1255949.8,3278.09,sea,CNT415356
SHIP0002962,TXN0003032,SA,GB,2024-11-26,2024-12-07,7526.2,4617.08,sea,CNT616996
SHIP0002963,TXN0003033,SG,GB,2024-07-05,2024-08-06,2029.6,165338.49,sea,CNT880561
SHIP0002964,TXN0003034,AU,GB,2023-01-29,2023-02-23,859261.2,3848.2,sea,CNT197932
SHIP0002965,TXN0003035,GB,GB,2023-06-11,2023-07-06,187284.2,15953.92,air,CNT397213
SHIP0002966,TXN0003036,GH,GB,2024-11-15,2024-12-12,2548.9,100129.48,road,CNT762700
SHIP0002967,TXN0003037,GB,NL,2024-02-27,2024-03-18,7368.1,1395143.9,sea,CNT111034
SHIP0002968,TXN0003038,IT,GB,2023-04-05,2023-04-28,2717306.2,34578159.15,air,CNT364402
SHIP0002969,TXN0003039,GB,TR,2024-07-08,2024-07-16,3234.5,204326.88,air,CNT417759
SHIP0002970,TXN0003040,MY,GB,2022-06-05,2022-07-09,171557.2,2583.0,sea,CNT574000
SHIP0002971,TXN0003041,GB,TR,2024-01-14,2024-01-20,3351317.2,6569.12,road,CNT879813
SHIP0002972,TXN0003042,PT,GB,2024-11-08,,216738.3,18700.18,sea,CNT789162
SHIP0002973,TXN0003043,KR,GB,2023-08-05,2023-08-29,922917.1,10374.69,sea,CNT724170
SHIP0002974,TXN0003044,IT,GB,2023-11-05,2023-12-06,287.4,15810.34,sea,CNT922143
SHIP0002975,TXN0003045,JP,GB,2022-03-11,2022-03-26,7966.1,7224.99,sea,CNT834149
SHIP0002976,TXN0003046,GB,IN,2023-11-02,2023-11-20,15787.6,51104.51,sea,CNT883169
SHIP0002977,TXN0003047,TH,GB,2022-11-17,,39679.3,445498.68,sea,CNT363738
SHIP0002978,TXN0003048,GB,IT,2025-01-01,2025-02-04,1778776.7,2550.75,road,CNT516583
SHIP0002979,TXN0003049,IT,GB,2022-12-26,2023-01-23,906724.8,13384.37,air,CNT341930
SHIP0002980,TXN0003050,GB,KE,2022-12-13,2023-01-16,11759.0,26087.19,sea,CNT587927
SHIP0002981,TXN0003051,GB,DE,2023-03-16,2023-04-01,55299.6,334002.36,sea,CNT224680
SHIP0002982,TXN0003052,NL,GB,2024-02-10,2024-03-07,355235.6,1022573.63,air,CNT731295
SHIP0002983,TXN0003053,KE,GB,2024-11-12,2024-11-23,823107.8,2871.68,sea,CNT854624
SHIP0002984,TXN0003054,GB,GH,2023-01-17,2023-02-17,2063698.8,2975.44,road,CNT669376
SHIP0002985,TXN0003055,GB,ZA,2022-08-23,2022-09-23,1840299.3,8180.48,road,CNT514590
SHIP0002986,TXN0003056,GB,KR,2024-04-20,2024-05-08,10080.3,2661.27,air,CNT536243
SHIP0002987,TXN0003057,GB,SA,2023-08-19,2023-09-15,2021.6,69133.79,air,CNT617784
SHIP0002988,TXN0003058,GB,QA,2023-05-20,2023-06-14,3832.9,26055.57,air,CNT789958
SHIP0002989,TXN0003059,ES,GB,2024-12-26,2025-01-04,2159530.6,5802.85,sea,CNT654707
SHIP0002990,TXN0003060,GB,GB,2023-07-02,2023-07-30,454.5,63974.09,road,CNT421587
SHIP0002991,TXN0003061,GB,TH,2023-11-13,2023-11-22,27500.2,1086.26,sea,CNT666286
SHIP0002992,TXN0003062,KR,GB,2024-12-15,2024-12-24,76153.8,4585.53,sea,CNT794910
SHIP0002993,TXN0003063,GB,IN,2022-08-23,2022-09-14,1785338.1,59443.33,road,CNT911926
SHIP0002994,TXN0003064,GB,CN,2024-09-23,2024-10-13,279609.1,7730.35,sea,CNT412762
SHIP0002995,TXN0003065,GB,TH,2024-11-23,2024-12-27,722884.6,31715.27,sea,CNT390310
SHIP0002996,TXN0003066,GB,BR,2023-06-07,,1781.5,152025.44,road,CNT172232
SHIP0002997,TXN0003067,GB,PL,2023-01-09,2023-01-29,2941321.6,1663.24,sea,CNT277117
SHIP0002998,TXN0003068,AE,GB,2022-07-01,2022-07-19,238067.7,5474.9,air,CNT127468
SHIP0002999,TXN0003069,GB,TH,2022-02-24,2022-03-18,31607.5,2597235.5,road,CNT906426
SHIP0003000,TXN0003070,GH,GB,2024-12-16,2025-01-15,843.0,8809.36,air,CNT376274
SHIP0003001,TXN0003071,MY,GB,2023-04-20,2023-05-22,1946.4,29239.9,road,CNT703915
SHIP0003002,TXN0003072,NG,GB,2024-01-09,2024-01-18,6133.3,182225.02,sea,CNT175183
SHIP0003003,TXN0003073,TH,GB,2022-09-30,2022-10-28,1636.1,302063.05,air,CNT768170
SHIP0003004,TXN0003074,FR,GB,2022-12-23,2023-01-23,3740424.5,11736.27,air,CNT772411
SHIP0003005,TXN0003075,TR,GB,2024-06-22,2024-07-20,4061.6,30886.3,road,CNT764934
SHIP0003006,TXN0003076,GB,CN,2023-12-30,2024-01-17,71121.9,10414.51,sea,CNT403084
SHIP0003007,TXN0003077,GB,PT,2022-09-03,2022-09-26,2772033.9,5619.21,sea,CNT182241
SHIP0003008,TXN0003078,JP,GB,2022-01-09,2022-02-03,1778513.4,28595.34,sea,CNT298366
SHIP0003009,TXN0003079,VN,GB,2024-06-22,2024-06-27,343449.9,3929.24,sea,CNT410584
SHIP0003010,TXN0003080,FR,GB,2022-04-04,,1827.7,101530.38,road,CNT155036
SHIP0003011,TXN0003081,SA,GB,2022-02-12,2022-03-17,9630.9,11776.28,sea,CNT103321
SHIP0003012,TXN0003082,ZA,GB,2022-12-04,2022-12-22,2902042.5,23518823.97,air,CNT820031
SHIP0003013,TXN0003083,IT,GB,2024-10-18,2024-10-28,45128.7,3036820.43,road,CNT639915
SHIP0003014,TXN0003084,GH,GB,2023-12-17,2024-01-10,2360395.9,2109.3,sea,CNT601653
SHIP0003015,TXN0003085,GB,DE,2022-02-25,2022-03-25,4119904.1,1218983.33,sea,CNT748982
SHIP0003016,TXN0003086,GB,QA,2024-10-10,2024-10-15,4629.6,25253.98,road,CNT987754
SHIP0003017,TXN0003087,GB,IE,2024-10-28,2024-11-24,1194024.0,136.86,road,CNT436934
SHIP0003018,TXN0003088,GB,IE,2024-02-09,2024-02-28,461011.8,1678.4,road,CNT610263
SHIP0003019,TXN0003089,GB,IT,2022-03-26,2022-04-20,893.3,158072.18,sea,CNT924303
SHIP0003020,TXN0003090,GB,GH,2022-01-25,2022-02-05,30739.9,3429.57,road,CNT430939
SHIP0003021,TXN0003091,AU,GB,2024-08-22,2024-09-09,3532063.7,31798.61,sea,CNT398625
SHIP0003022,TXN0003092,GB,SA,2024-06-25,2024-07-22,189451.8,35999.69,sea,CNT211280
SHIP0003023,TXN0003093,EG,GB,2024-07-08,2024-07-19,34117.0,6834.22,air,CNT136526
SHIP0003024,TXN0003094,GB,MY,2023-06-27,2023-07-24,97715.7,446747.18,sea,CNT669031
SHIP0003025,TXN0003095,PT,GB,2023-10-16,2023-11-19,358261.7,9602.39,sea,CNT781469
SHIP0003026,TXN0003096,GB,KE,2022-07-17,2022-08-15,1495.6,28958.09,road,CNT225037
SHIP0003027,TXN0003097,GB,PL,2022-02-11,2022-02-18,114804.4,448512.89,sea,CNT610456
SHIP0003028,TXN0003098,KR,GB,2022-09-03,2022-09-25,4016.8,51191.58,road,CNT384878
SHIP0003029,TXN0003099,GB,KR,2023-11-14,2023-11-22,786435.9,7271.77,road,CNT317907
SHIP0003030,TXN0003100,GB,US,2023-03-20,2023-03-29,3941573.8,14784.7,air,CNT796259
SHIP0003031,TXN0003101,JP,GB,2023-11-12,2023-12-01,1430.0,1988.81,air,CNT294290
SHIP0003032,TXN0003102,PL,GB,2023-05-04,2023-05-22,2202059.1,2200.57,sea,CNT392109
SHIP0003033,TXN0003103,GB,SA,2023-09-07,2023-09-13,4261058.1,11925122.94,road,CNT978581
SHIP0003034,TXN0003104,JP,GB,2024-11-14,2024-11-23,7438.4,224777.53,air,CNT413208
SHIP0003035,TXN0003105,GB,IT,2023-12-01,2023-12-06,71240.6,923937.79,air,CNT515025
SHIP0003036,TXN0003106,GB,NG,2024-11-18,2024-11-27,1857112.0,30373022.04,sea,CNT366697
SHIP0003037,TXN0003107,GB,IT,2024-11-29,2024-12-30,55768.5,366541.1,sea,CNT457813
SHIP0003038,TXN0003108,GB,TR,2023-11-10,2023-11-27,189780.4,100627.37,air,CNT748495
SHIP0003039,TXN0003109,GB,IN,2025-01-03,2025-01-22,853.6,85043.37,air,CNT332249
SHIP0003040,TXN0003110,EG,GB,2022-10-09,2022-10-27,1046197.9,7443.59,sea,CNT716521
SHIP0003041,TXN0003111,GB,IE,2023-07-30,2023-08-17,1129090.9,4500.47,road,CNT910554
SHIP0003042,TXN0003112,SA,GB,2022-03-29,2022-04-28,46.4,37214.21,road,CNT553857
SHIP0003043,TXN0003113,GB,SG,2022-04-17,2022-05-19,32925.1,317481.47,sea,CNT106183
SHIP0003044,TXN0003114,IE,GB,2022-06-01,2022-06-12,1757.5,231481.33,sea,CNT518461
SHIP0003045,TXN0003115,GB,KE,2022-06-03,2022-06-28,706781.7,22524.55,road,CNT165683
SHIP0003046,TXN0003116,GB,FR,2023-03-29,2023-04-18,221253.3,2554477.16,air,CNT103951
SHIP0003047,TXN0003117,GB,CA,2024-03-04,2024-03-23,1297.0,23782.89,sea,CNT259112
SHIP0003048,TXN0003118,US,GB,2024-12-22,,12421.3,11445.06,sea,CNT401473
SHIP0003049,TXN0003119,US,GB,2024-12-15,2025-01-09,16075.3,8089.93,sea,CNT208662
SHIP0003050,TXN0003120,GB,CN,2022-07-24,2022-08-09,559633.5,7862.92,air,CNT106901
SHIP0003051,TXN0003121,GB,TR,2023-05-02,2023-05-29,4378.5,7096.91,sea,CNT470063
SHIP0003052,TXN0003122,GB,AE,2023-04-23,2023-05-17,66885.2,28753.07,air,CNT354232
SHIP0003053,TXN0003123,GB,US,2022-04-25,2022-05-18,5340635.6,15561267.72,air,CNT184279
SHIP0003054,TXN0003124,EG,GB,2022-02-15,2022-03-04,28792.9,2455374.68,road,CNT489207
SHIP0003055,TXN0003125,GB,ZA,2023-01-29,2023-02-22,1565.2,238522.78,air,CNT311056
