transaction_intermediary_id,transaction_id,intermediary_id,intermediary_role,sequence_order,role_start_date,role_end_date,source_confidence
TI0005797,TXN0000280,INTM00001,agent,2,2023-02-23,2023-03-09,high
TI0005798,TXN0000046,INTM00014,agent,1,2023-12-25,2024-01-05,medium
TI0005799,TXN0005217,INTM00044,agent,1,2023-02-14,2023-02-27,high
TI0005800,TXN0005473,INTM00030,agent,2,2023-01-13,2023-01-18,high
TI0005801,TXN0000146,INTM00030,payment_processor,1,2022-08-04,2022-08-09,medium
TI0005802,TXN0003096,INTM00002,freight_forwarder,2,2022-07-09,2022-07-24,high
TI0005803,TXN0003343,INTM00004,correspondent_bank,1,2022-06-07,2022-06-25,high
TI0005804,TXN0004144,INTM00025,broker,2,2022-06-21,2022-06-28,high
TI0005805,TXN0001995,INTM00005,correspondent_bank,2,2024-01-19,2024-02-02,high
TI0005806,TXN0005249,INTM00018,freight_forwarder,1,2023-02-01,2023-03-01,high
TI0005807,TXN0004043,INTM00017,payment_processor,2,2024-12-01,2024-12-12,high
TI0005808,TXN0004711,INTM00006,payment_processor,1,2022-11-11,2022-11-17,high
TI0005809,TXN0002986,INTM00044,payment_processor,2,2023-04-30,2023-05-24,high
TI0005810,TXN0003270,INTM00042,correspondent_bank,2,2023-07-23,2023-08-10,medium
TI0005811,TXN0005599,INTM00041,correspondent_bank,2,2024-10-09,2024-10-15,medium
TI0005812,TXN0002422,INTM00021,correspondent_bank,2,2022-06-21,2022-07-05,high
TI0005813,TXN0002424,INTM00006,correspondent_bank,1,2024-09-12,2024-09-20,high
TI0005814,TXN0005545,INTM00040,freight_forwarder,2,2023-10-31,2023-11-17,high
TI0005815,TXN0002154,INTM00042,broker,2,2024-07-08,2024-07-20,high
TI0005816,TXN0000139,INTM00012,freight_forwarder,1,2022-03-08,2022-03-14,high
TI0005817,TXN0003522,INTM00032,broker,1,2023-12-26,2024-01-23,high
TI0005818,TXN0002438,INTM00014,broker,2,2024-10-05,2024-10-11,high
TI0005819,TXN0000165,INTM00039,payment_processor,1,2024-06-27,2024-07-06,high
TI0005820,TXN0002997,INTM00045,freight_forwarder,1,2022-04-22,2022-04-30,high
TI0005821,TXN0003282,INTM00016,broker,1,2023-05-11,2023-05-30,high
TI0005822,TXN0005227,INTM00025,freight_forwarder,1,2022-05-05,2022-05-27,high
TI0005823,TXN0002043,INTM00027,broker,1,2022-04-08,2022-04-21,high
TI0005824,TXN0000993,INTM00017,broker,1,2024-03-01,2024-03-13,high
TI0005825,TXN0002414,INTM00044,correspondent_bank,2,2023-10-25,2023-11-01,medium
TI0005826,TXN0004197,INTM00034,payment_processor,2,2024-06-24,2024-07-15,high
TI0005827,TXN0003132,INTM00018,payment_processor,1,2024-12-11,2025-01-05,medium
TI0005828,TXN0004010,INTM00003,payment_processor,1,2023-09-26,2023-10-13,high
TI0005829,TXN0000564,INTM00011,freight_forwarder,2,2022-07-22,2022-07-30,high
TI0005830,TXN0005758,INTM00034,agent,1,2022-06-23,2022-07-08,high
TI0005831,TXN0001801,INTM00001,broker,2,2022-01-26,2022-02-09,high
TI0005832,TXN0005212,INTM00007,agent,1,2024-03-05,2024-03-26,high
TI0005833,TXN0003471,INTM00021,agent,2,2023-02-08,2023-02-21,high
TI0005834,TXN0002907,INTM00001,broker,1,2024-08-08,2024-08-27,high
TI0005835,TXN0005849,INTM00010,correspondent_bank,1,2022-03-23,2022-04-01,high
TI0005836,TXN0000552,INTM00045,payment_processor,1,2022-12-31,2023-01-22,high
TI0005837,TXN0005968,INTM00043,agent,2,2022-06-15,2022-06-25,high
TI0005838,TXN0005042,INTM00009,broker,1,2024-11-14,2024-11-29,high
TI0005839,TXN0002096,INTM00019,broker,2,2022-03-07,2022-03-14,high
TI0005840,TXN0001486,INTM00041,broker,2,2024-10-03,2024-10-30,high
TI0005841,TXN0002212,INTM00003,correspondent_bank,2,2023-09-29,2023-10-09,medium
TI0005842,TXN0004526,INTM00023,correspondent_bank,1,2024-06-08,2024-07-01,high
TI0005843,TXN0000640,INTM00039,broker,1,2024-02-19,2024-03-19,high
TI0005844,TXN0003372,INTM00008,correspondent_bank,2,2024-02-25,2024-03-14,high
TI0005845,TXN0000598,INTM00044,freight_forwarder,1,2024-04-11,2024-05-09,medium
TI0005846,TXN0000289,INTM00023,freight_forwarder,2,2023-03-12,2023-04-02,medium
TI0005847,TXN0002873,INTM00001,freight_forwarder,2,2023-11-23,2023-12-06,high
TI0005848,TXN0000017,INTM00009,broker,2,2023-10-22,2023-11-15,high
TI0005849,TXN0004275,INTM00041,payment_processor,2,2022-11-19,2022-12-13,high
TI0005850,TXN0000764,INTM00004,freight_forwarder,2,2023-06-12,2023-07-04,medium
TI0005851,TXN0005213,INTM00033,correspondent_bank,1,2024-08-05,2024-08-21,high
TI0005852,TXN0001639,INTM00014,freight_forwarder,2,2023-06-09,2023-07-08,medium
TI0005853,TXN0005249,INTM00008,correspondent_bank,2,2023-02-01,2023-02-15,high
TI0005854,TXN0001646,INTM00022,correspondent_bank,2,2024-08-20,2024-09-03,high
TI0005855,TXN0002543,INTM00033,broker,1,2022-12-11,2022-12-16,high
TI0005856,TXN0001329,INTM00030,correspondent_bank,2,2023-09-08,2023-09-19,high
TI0005857,TXN0004340,INTM00014,agent,2,2023-04-16,2023-05-04,high
TI0005858,TXN0005220,INTM00015,correspondent_bank,2,2022-01-19,2022-01-28,high
TI0005859,TXN0005792,INTM00022,correspondent_bank,1,2024-08-30,2024-09-23,high
TI0005860,TXN0003203,INTM00013,broker,2,2022-12-21,2023-01-18,high
TI0005861,TXN0001088,INTM00028,agent,1,2022-05-03,2022-06-01,high
TI0005862,TXN0000701,INTM00020,payment_processor,2,2024-02-11,2024-03-07,medium
TI0005863,TXN0001360,INTM00005,broker,1,2023-10-27,2023-11-05,high
TI0005864,TXN0000625,INTM00020,payment_processor,2,2023-07-05,2023-07-30,high
TI0005865,TXN0002289,INTM00007,agent,1,2022-08-02,2022-08-18,high
TI0005866,TXN0003547,INTM00037,agent,2,2024-10-09,2024-10-16,high
TI0005867,TXN0004546,INTM00020,correspondent_bank,1,2022-03-12,2022-03-21,high
TI0005868,TXN0004040,INTM00005,freight_forwarder,1,2024-01-05,2024-01-22,high
TI0005869,TXN0001982,INTM00011,broker,2,2023-05-18,2023-05-28,high
TI0005870,TXN0004283,INTM00004,broker,1,2024-11-18,2024-12-15,high
TI0005871,TXN0000197,INTM00008,freight_forwarder,1,2023-11-25,2023-12-11,high
TI0005872,TXN0003922,INTM00023,agent,1,2024-10-13,2024-11-01,high
TI0005873,TXN0005550,INTM00005,broker,1,2022-02-17,2022-03-07,high
TI0005874,TXN0003804,INTM00026,correspondent_bank,1,2023-09-28,2023-10-16,high
TI0005875,TXN0004986,INTM00042,correspondent_bank,1,2024-08-26,2024-09-03,high
TI0005876,TXN0004693,INTM00013,freight_forwarder,2,2022-09-02,2022-09-16,high
TI0005877,TXN0000607,INTM00002,correspondent_bank,2,2023-12-04,2024-01-02,high
TI0005878,TXN0000471,INTM00010,payment_processor,2,2024-01-22,2024-02-07,high
TI0005879,TXN0004493,INTM00036,freight_forwarder,1,2023-11-03,2023-11-12,high
TI0005880,TXN0003907,INTM00039,broker,2,2024-06-04,2024-06-12,high
TI0005881,TXN0000211,INTM00021,agent,1,2023-02-09,2023-02-26,medium
TI0005882,TXN0001099,INTM00010,payment_processor,2,2022-08-03,2022-08-18,high
TI0005883,TXN0001314,INTM00018,correspondent_bank,1,2023-01-09,2023-01-14,high
TI0005884,TXN0001176,INTM00029,agent,1,2023-09-17,2023-10-14,high
TI0005885,TXN0000062,INTM00015,correspondent_bank,2,2024-10-10,2024-10-18,high
TI0005886,TXN0004647,INTM00032,agent,1,2024-01-06,2024-01-22,high
TI0005887,TXN0002246,INTM00033,correspondent_bank,2,2023-08-29,2023-09-08,medium
TI0005888,TXN0005984,INTM00026,freight_forwarder,2,2022-11-06,2022-12-04,high
TI0005889,TXN0001874,INTM00024,broker,1,2023-07-11,2023-07-19,high
TI0005890,TXN0001920,INTM00018,agent,2,2023-03-23,2023-04-21,high
TI0005891,TXN0003739,INTM00022,correspondent_bank,1,2022-02-28,2022-03-24,high
TI0005892,TXN0003099,INTM00037,agent,2,2023-11-12,2023-11-28,medium
TI0005893,TXN0000945,INTM00007,correspondent_bank,1,2024-11-11,2024-11-22,high
TI0005894,TXN0004210,INTM00020,agent,2,2024-02-05,2024-02-29,high
TI0005895,TXN0002149,INTM00016,payment_processor,2,2024-06-08,2024-07-02,high
TI0005896,TXN0005690,INTM00004,payment_processor,1,2022-12-11,2022-12-20,high
TI0005897,TXN0000050,INTM00003,broker,1,2023-01-17,2023-01-31,high
TI0005898,TXN0003878,INTM00001,broker,2,2024-06-24,2024-07-10,high
TI0005899,TXN0000648,INTM00030,agent,1,2023-01-04,2023-01-15,high
TI0005900,TXN0004237,INTM00042,correspondent_bank,2,2022-10-07,2022-10-22,medium
TI0005901,TXN0000298,INTM00005,freight_forwarder,2,2022-01-07,2022-02-01,high
TI0005902,TXN0001715,INTM00037,agent,1,2024-08-29,2024-09-16,high
TI0005903,TXN0004456,INTM00012,broker,2,2024-09-21,2024-10-18,high
TI0005904,TXN0002227,INTM00040,payment_processor,2,2024-09-19,2024-09-24,high
TI0005905,TXN0001819,INTM00002,correspondent_bank,1,2024-07-25,2024-08-11,high
TI0005906,TXN0005388,INTM00012,broker,1,2023-03-07,2023-03-19,high
TI0005907,TXN0001036,INTM00019,payment_processor,2,2022-05-13,2022-05-30,high
TI0005908,TXN0000252,INTM00012,payment_processor,1,2024-02-11,2024-03-05,high
TI0005909,TXN0001214,INTM00044,broker,1,2022-04-14,2022-05-08,medium
TI0005910,TXN0003335,INTM00027,broker,1,2022-04-28,2022-05-11,high
TI0005911,TXN0003105,INTM00017,freight_forwarder,2,2023-11-24,2023-12-07,high
TI0005912,TXN0000819,INTM00041,correspondent_bank,1,2022-06-21,2022-07-11,high
TI0005913,TXN0001381,INTM00044,freight_forwarder,1,2023-08-25,2023-09-04,high
TI0005914,TXN0000262,INTM00041,correspondent_bank,2,2022-11-01,2022-11-09,high
TI0005915,TXN0003922,INTM00033,freight_forwarder,1,2024-10-13,2024-10-23,high
TI0005916,TXN0000853,INTM00015,agent,2,2022-06-13,2022-06-28,high
TI0005917,TXN0005290,INTM00033,payment_processor,1,2022-06-16,2022-07-15,high
TI0005918,TXN0002804,INTM00040,agent,2,2023-04-21,2023-04-26,high
TI0005919,TXN0003212,INTM00020,broker,1,2024-01-11,2024-01-25,high
TI0005920,TXN0003673,INTM00018,payment_processor,2,2022-01-29,2022-02-24,high
TI0005921,TXN0005409,INTM00037,agent,1,2023-03-27,2023-04-11,high
TI0005922,TXN0000978,INTM00008,correspondent_bank,1,2022-08-28,2022-09-21,medium
TI0005923,TXN0002620,INTM00043,payment_processor,1,2022-04-27,2022-05-11,high
TI0005924,TXN0003076,INTM00007,correspondent_bank,2,2023-12-21,2023-12-27,high
TI0005925,TXN0005509,INTM00032,broker,1,2024-06-19,2024-07-03,high
TI0005926,TXN0005835,INTM00026,correspondent_bank,2,2022-03-04,2022-03-15,medium
TI0005927,TXN0002186,INTM00006,agent,1,2022-04-13,2022-05-11,high
TI0005928,TXN0003226,INTM00004,broker,1,2023-09-18,2023-10-12,high
TI0005929,TXN0000555,INTM00012,freight_forwarder,1,2022-09-11,2022-09-29,medium
TI0005930,TXN0000373,INTM00025,freight_forwarder,1,2022-12-06,2022-12-24,high
TI0005931,TXN0005731,INTM00026,agent,2,2023-10-05,2023-10-16,high
TI0005932,TXN0001474,INTM00001,freight_forwarder,2,2023-08-25,2023-09-22,high
TI0005933,TXN0002157,INTM00025,freight_forwarder,2,2023-09-16,2023-10-08,high
TI0005934,TXN0000234,INTM00011,correspondent_bank,1,2022-04-02,2022-04-30,high
TI0005935,TXN0003225,INTM00018,correspondent_bank,2,2023-09-22,2023-10-12,high
TI0005936,TXN0003525,INTM00041,agent,1,2023-10-04,2023-11-01,high
TI0005937,TXN0001759,INTM00032,correspondent_bank,1,2022-01-05,2022-01-14,high
TI0005938,TXN0005264,INTM00041,broker,2,2022-06-10,2022-07-01,high
TI0005939,TXN0002304,INTM00030,freight_forwarder,1,2024-06-03,2024-06-15,medium
TI0005940,TXN0004653,INTM00031,freight_forwarder,1,2023-08-23,2023-09-19,high
TI0005941,TXN0001966,INTM00040,correspondent_bank,1,2022-09-09,2022-09-17,high
TI0005942,TXN0000273,INTM00005,broker,2,2024-12-17,2025-01-12,high
TI0005943,TXN0005084,INTM00020,agent,2,2023-10-10,2023-10-22,high
TI0005944,TXN0004664,INTM00042,broker,1,2022-11-26,2022-12-14,high
TI0005945,TXN0004841,INTM00027,correspondent_bank,2,2024-02-20,2024-03-01,high
TI0005946,TXN0003059,INTM00012,correspondent_bank,2,2024-12-22,2025-01-06,high
TI0005947,TXN0001533,INTM00030,freight_forwarder,1,2022-10-16,2022-11-04,high
TI0005948,TXN0005111,INTM00004,correspondent_bank,1,2024-08-28,2024-09-04,medium
TI0005949,TXN0004123,INTM00036,correspondent_bank,2,2024-04-15,2024-04-28,medium
TI0005950,TXN0002381,INTM00016,correspondent_bank,2,2024-12-30,2025-01-18,high
TI0005951,TXN0004260,INTM00018,correspondent_bank,1,2024-01-23,2024-02-21,medium
TI0005952,TXN0002442,INTM00008,correspondent_bank,2,2023-09-17,2023-10-05,medium
TI0005953,TXN0004089,INTM00011,freight_forwarder,1,2023-10-29,2023-11-23,high
TI0005954,TXN0005927,INTM00032,correspondent_bank,1,2022-11-07,2022-11-20,high
TI0005955,TXN0000379,INTM00004,correspondent_bank,1,2023-10-21,2023-11-14,medium
TI0005956,TXN0002066,INTM00015,freight_forwarder,1,2023-11-04,2023-11-15,medium
TI0005957,TXN0001702,INTM00043,payment_processor,1,2023-05-21,2023-06-11,high
TI0005958,TXN0001184,INTM00027,correspondent_bank,2,2024-05-30,2024-06-05,high
TI0005959,TXN0005353,INTM00044,payment_processor,1,2024-06-02,2024-06-24,high
TI0005960,TXN0005849,INTM00044,payment_processor,1,2022-03-23,2022-04-18,high
TI0005961,TXN0000817,INTM00006,freight_forwarder,2,2022-11-21,2022-12-06,high
TI0005962,TXN0005425,INTM00020,payment_processor,1,2024-12-15,2025-01-01,medium
TI0005963,TXN0004492,INTM00044,correspondent_bank,2,2022-01-03,2022-01-08,medium
TI0005964,TXN0000663,INTM00014,freight_forwarder,2,2022-09-07,2022-10-01,high
TI0005965,TXN0005917,INTM00001,freight_forwarder,2,2024-08-22,2024-09-15,high
TI0005966,TXN0001295,INTM00027,agent,2,2023-07-19,2023-07-28,high
TI0005967,TXN0001845,INTM00019,broker,1,2023-03-14,2023-04-01,high
TI0005968,TXN0005137,INTM00027,broker,2,2024-08-19,2024-08-28,high
TI0005969,TXN0003224,INTM00019,correspondent_bank,1,2023-05-21,2023-06-19,high
TI0005970,TXN0001316,INTM00025,freight_forwarder,2,2022-02-11,2022-02-19,high
TI0005971,TXN0002083,INTM00005,payment_processor,1,2022-11-23,2022-12-10,high
TI0005972,TXN0001893,INTM00005,correspondent_bank,1,2023-09-29,2023-10-06,medium
TI0005973,TXN0001484,INTM00005,payment_processor,2,2022-10-17,2022-11-14,medium
TI0005974,TXN0002086,INTM00001,broker,2,2022-10-25,2022-11-09,high
TI0005975,TXN0004210,INTM00030,correspondent_bank,1,2024-02-05,2024-02-11,high
TI0005976,TXN0002036,INTM00040,payment_processor,1,2024-01-10,2024-02-01,high
TI0005977,TXN0004492,INTM00017,broker,2,2022-01-03,2022-01-15,high
TI0005978,TXN0001390,INTM00009,correspondent_bank,1,2024-02-17,2024-03-15,high
TI0005979,TXN0002853,INTM00034,payment_processor,1,2023-11-09,2023-11-29,high
TI0005980,TXN0001077,INTM00002,broker,1,2024-04-13,2024-04-25,high
TI0005981,TXN0004307,INTM00003,agent,2,2024-12-25,2025-01-09,high
TI0005982,TXN0002174,INTM00026,freight_forwarder,2,2022-11-03,2022-11-15,high
TI0005983,TXN0000067,INTM00001,payment_processor,2,2023-11-14,2023-12-10,high
TI0005984,TXN0003051,INTM00007,freight_forwarder,2,2023-03-09,2023-03-21,high
TI0005985,TXN0001993,INTM00013,broker,1,2024-04-08,2024-04-27,high
TI0005986,TXN0000140,INTM00044,broker,2,2022-08-03,2022-08-09,high
TI0005987,TXN0002426,INTM00022,agent,2,2023-09-26,2023-10-08,high
TI0005988,TXN0000250,INTM00031,agent,1,2022-06-15,2022-06-28,medium
TI0005989,TXN0002416,INTM00015,broker,1,2023-07-01,2023-07-11,high
TI0005990,TXN0003306,INTM00045,freight_forwarder,2,2024-01-13,2024-02-02,high
TI0005991,TXN0000320,INTM00041,payment_processor,1,2022-07-05,2022-07-20,high
TI0005992,TXN0001064,INTM00036,agent,1,2023-02-10,2023-03-10,high
TI0005993,TXN0000338,INTM00013,broker,1,2022-01-17,2022-01-30,high
TI0005994,TXN0000972,INTM00015,payment_processor,1,2022-09-20,2022-10-19,high
TI0005995,TXN0004887,INTM00007,freight_forwarder,2,2024-08-19,2024-09-06,high
TI0005996,TXN0000393,INTM00031,broker,1,2023-04-02,2023-04-28,high
TI0005997,TXN0000515,INTM00034,payment_processor,1,2022-02-06,2022-02-20,high
TI0005998,TXN0004754,INTM00019,freight_forwarder,1,2022-09-19,2022-10-10,high
TI0005999,TXN0001047,INTM00001,correspondent_bank,1,2023-10-02,2023-10-18,high
TI0006000,TXN0001714,INTM00011,payment_processor,2,2024-07-01,2024-07-27,high
TI0006001,TXN0003242,INTM00024,freight_forwarder,2,2024-06-25,2024-07-04,high
TI0006002,TXN0003036,INTM00024,broker,1,2024-11-12,2024-11-22,high
TI0006003,TXN0000161,INTM00018,agent,2,2024-03-30,2024-04-06,medium
TI0006004,TXN0003147,INTM00043,broker,2,2024-09-16,2024-10-11,high
TI0006005,TXN0005351,INTM00005,freight_forwarder,1,2022-09-04,2022-09-22,high
TI0006006,TXN0001510,INTM00001,freight_forwarder,2,2023-11-07,2023-11-28,high
TI0006007,TXN0001868,INTM00015,payment_processor,2,2024-12-29,2025-01-23,high
TI0006008,TXN0004891,INTM00042,correspondent_bank,2,2022-05-17,2022-05-31,medium
TI0006009,TXN0002299,INTM00044,correspondent_bank,1,2024-04-27,2024-05-05,high
TI0006010,TXN0005825,INTM00012,correspondent_bank,1,2022-10-18,2022-10-28,high
TI0006011,TXN0004686,INTM00024,agent,1,2022-05-26,2022-06-10,high
TI0006012,TXN0002608,INTM00004,broker,2,2023-06-27,2023-07-05,high
TI0006013,TXN0004390,INTM00017,payment_processor,2,2024-07-08,2024-07-27,medium
TI0006014,TXN0005932,INTM00045,broker,2,2024-11-13,2024-12-04,high
TI0006015,TXN0003989,INTM00021,broker,2,2023-12-23,2024-01-03,medium
TI0006016,TXN0001235,INTM00005,payment_processor,1,2024-06-07,2024-06-30,high
TI0006017,TXN0005621,INTM00032,freight_forwarder,2,2024-04-12,2024-04-22,high
TI0006018,TXN0004572,INTM00044,agent,1,2022-01-19,2022-02-06,high
TI0006019,TXN0003978,INTM00014,broker,1,2023-11-05,2023-11-19,medium
TI0006020,TXN0003132,INTM00027,payment_processor,2,2024-12-11,2024-12-20,high
TI0006021,TXN0004343,INTM00030,agent,1,2023-06-12,2023-06-25,medium
TI0006022,TXN0003265,INTM00039,broker,1,2024-05-13,2024-06-10,high
TI0006023,TXN0003075,INTM00043,broker,2,2024-06-16,2024-06-26,high
TI0006024,TXN0005452,INTM00028,broker,2,2023-03-15,2023-04-08,high
TI0006025,TXN0002564,INTM00032,payment_processor,1,2022-12-03,2022-12-10,high
TI0006026,TXN0005729,INTM00002,freight_forwarder,1,2022-03-16,2022-04-06,high
TI0006027,TXN0000424,INTM00014,freight_forwarder,2,2023-11-12,2023-11-17,high
TI0006028,TXN0000015,INTM00034,broker,2,2023-10-29,2023-11-04,medium
TI0006029,TXN0001486,INTM00042,payment_processor,1,2024-10-03,2024-10-18,high
TI0006030,TXN0001427,INTM00033,agent,2,2023-04-27,2023-05-26,high
TI0006031,TXN0002932,INTM00014,correspondent_bank,2,2022-04-24,2022-05-19,high
TI0006032,TXN0001763,INTM00008,broker,2,2023-07-20,2023-08-17,high
TI0006033,TXN0001398,INTM00027,payment_processor,1,2022-11-27,2022-12-08,high
TI0006034,TXN0002824,INTM00004,broker,1,2024-07-08,2024-07-27,high
TI0006035,TXN0003202,INTM00034,correspondent_bank,1,2024-04-25,2024-05-24,high
TI0006036,TXN0003553,INTM00017,agent,2,2024-08-02,2024-08-28,high
TI0006037,TXN0002488,INTM00030,correspondent_bank,2,2024-11-01,2024-11-25,high
TI0006038,TXN0005108,INTM00002,correspondent_bank,2,2023-03-22,2023-04-06,high
TI0006039,TXN0001801,INTM00012,agent,1,2022-01-26,2022-02-20,medium
TI0006040,TXN0005930,INTM00001,payment_processor,2,2023-08-16,2023-09-01,high
TI0006041,TXN0004537,INTM00014,broker,2,2024-05-12,2024-06-02,high
TI0006042,TXN0002751,INTM00037,freight_forwarder,2,2024-03-20,2024-04-13,high
TI0006043,TXN0003895,INTM00016,correspondent_bank,1,2023-05-06,2023-05-24,high
TI0006044,TXN0001890,INTM00036,broker,2,2024-04-15,2024-04-25,high
TI0006045,TXN0004341,INTM00023,agent,1,2023-10-25,2023-11-20,high
TI0006046,TXN0004564,INTM00021,broker,1,2024-10-03,2024-10-28,high
TI0006047,TXN0003798,INTM00030,broker,2,2022-06-16,2022-07-13,high
TI0006048,TXN0004230,INTM00020,broker,1,2022-12-24,2023-01-12,high
TI0006049,TXN0001041,INTM00026,payment_processor,1,2024-03-19,2024-03-27,medium
TI0006050,TXN0000720,INTM00017,freight_forwarder,2,2023-04-26,2023-05-23,high
TI0006051,TXN0000587,INTM00045,payment_processor,2,2023-08-28,2023-09-13,high
TI0006052,TXN0003885,INTM00007,broker,1,2023-07-29,2023-08-24,high
TI0006053,TXN0003117,INTM00039,broker,2,2024-02-29,2024-03-08,high
TI0006054,TXN0004996,INTM00029,broker,1,2022-02-09,2022-03-10,high
TI0006055,TXN0002069,INTM00026,correspondent_bank,2,2024-05-30,2024-06-19,medium
TI0006056,TXN0000427,INTM00015,agent,2,2022-01-06,2022-01-24,high
TI0006057,TXN0003955,INTM00011,agent,2,2022-03-02,2022-03-23,high
TI0006058,TXN0003268,INTM00013,freight_forwarder,2,2023-04-22,2023-05-11,high
TI0006059,TXN0000206,INTM00017,freight_forwarder,2,2022-08-30,2022-09-09,high
TI0006060,TXN0000099,INTM00004,agent,1,2022-04-18,2022-05-16,high
TI0006061,TXN0004085,INTM00005,correspondent_bank,1,2022-11-18,2022-12-10,high
TI0006062,TXN0001693,INTM00024,payment_processor,1,2023-01-15,2023-02-01,high
TI0006063,TXN0002516,INTM00035,broker,2,2023-03-11,2023-03-16,high
TI0006064,TXN0000313,INTM00045,correspondent_bank,1,2022-04-03,2022-05-01,high
TI0006065,TXN0005495,INTM00017,freight_forwarder,1,2023-06-06,2023-07-05,high
TI0006066,TXN0005805,INTM00042,correspondent_bank,2,2023-08-06,2023-09-01,high
TI0006067,TXN0002581,INTM00034,agent,2,2024-10-23,2024-11-18,high
TI0006068,TXN0003621,INTM00009,agent,1,2022-05-01,2022-05-06,high
TI0006069,TXN0001149,INTM00011,payment_processor,2,2024-09-03,2024-09-21,high
TI0006070,TXN0005963,INTM00021,agent,1,2024-02-02,2024-02-11,high
TI0006071,TXN0005816,INTM00008,freight_forwarder,1,2023-08-02,2023-08-12,medium
TI0006072,TXN0005301,INTM00021,broker,2,2024-04-01,2024-04-19,medium
TI0006073,TXN0001622,INTM00008,freight_forwarder,2,2024-10-01,2024-10-10,high
TI0006074,TXN0002418,INTM00017,correspondent_bank,2,2023-01-13,2023-01-31,medium
TI0006075,TXN0002626,INTM00016,correspondent_bank,1,2024-07-27,2024-08-01,high
TI0006076,TXN0003112,INTM00011,agent,2,2022-03-23,2022-04-02,high
TI0006077,TXN0001411,INTM00005,correspondent_bank,1,2022-08-21,2022-09-06,high
TI0006078,TXN0004287,INTM00033,correspondent_bank,2,2024-01-21,2024-01-28,high
TI0006079,TXN0002106,INTM00001,payment_processor,1,2024-01-19,2024-01-24,high
TI0006080,TXN0001319,INTM00017,broker,1,2023-12-18,2024-01-14,high
TI0006081,TXN0002292,INTM00033,broker,1,2023-01-26,2023-02-05,high
TI0006082,TXN0000370,INTM00035,broker,2,2024-03-05,2024-03-16,high
TI0006083,TXN0000697,INTM00018,correspondent_bank,2,2022-04-15,2022-04-24,high
TI0006084,TXN0005060,INTM00004,correspondent_bank,1,2022-07-14,2022-08-08,high
TI0006085,TXN0002432,INTM00034,freight_forwarder,1,2024-10-28,2024-11-15,high
TI0006086,TXN0003671,INTM00041,agent,2,2024-01-27,2024-02-17,high
TI0006087,TXN0001108,INTM00008,broker,1,2022-08-14,2022-08-19,medium
TI0006088,TXN0005575,INTM00034,correspondent_bank,2,2022-04-08,2022-05-01,high
TI0006089,TXN0002783,INTM00025,agent,2,2022-12-27,2023-01-11,high
TI0006090,TXN0004243,INTM00015,payment_processor,1,2024-03-17,2024-04-12,high
TI0006091,TXN0000483,INTM00044,agent,2,2023-10-05,2023-10-14,high
TI0006092,TXN0001683,INTM00032,agent,2,2024-02-03,2024-02-20,high
TI0006093,TXN0004913,INTM00010,broker,2,2022-07-02,2022-07-22,medium
TI0006094,TXN0001598,INTM00026,agent,2,2022-12-10,2022-12-16,high
TI0006095,TXN0001042,INTM00011,correspondent_bank,1,2023-10-26,2023-11-13,high
TI0006096,TXN0002009,INTM00012,payment_processor,1,2022-02-10,2022-03-07,high
TI0006097,TXN0000032,INTM00032,broker,1,2022-01-26,2022-02-01,high
TI0006098,TXN0001117,INTM00016,payment_processor,2,2024-04-27,2024-05-15,high
TI0006099,TXN0004066,INTM00014,agent,2,2022-11-21,2022-12-04,high
TI0006100,TXN0002919,INTM00026,correspondent_bank,1,2024-04-12,2024-05-07,high
TI0006101,TXN0000283,INTM00011,freight_forwarder,2,2024-11-25,2024-12-15,high
TI0006102,TXN0001553,INTM00023,agent,1,2022-05-25,2022-06-18,high
TI0006103,TXN0004372,INTM00007,broker,1,2023-08-16,2023-08-28,high
TI0006104,TXN0005168,INTM00010,freight_forwarder,1,2022-09-05,2022-10-03,high
TI0006105,TXN0000763,INTM00014,payment_processor,2,2022-11-22,2022-11-29,medium
TI0006106,TXN0004680,INTM00039,freight_forwarder,2,2022-10-06,2022-11-03,high
TI0006107,TXN0004566,INTM00013,payment_processor,1,2024-10-19,2024-11-02,high
TI0006108,TXN0001272,INTM00043,correspondent_bank,2,2023-06-21,2023-07-16,high
TI0006109,TXN0003814,INTM00012,freight_forwarder,1,2024-01-27,2024-02-15,high
TI0006110,TXN0003081,INTM00030,freight_forwarder,1,2022-02-09,2022-03-08,medium
TI0006111,TXN0005924,INTM00035,agent,2,2023-08-30,2023-09-19,high
TI0006112,TXN0005371,INTM00027,agent,1,2023-05-08,2023-05-27,high
TI0006113,TXN0003839,INTM00020,broker,2,2022-10-03,2022-10-10,high
TI0006114,TXN0000741,INTM00032,correspondent_bank,2,2023-03-25,2023-04-16,high
TI0006115,TXN0004434,INTM00033,correspondent_bank,2,2023-01-09,2023-02-02,high
TI0006116,TXN0004753,INTM00010,correspondent_bank,2,2022-02-12,2022-03-05,high
TI0006117,TXN0003584,INTM00017,broker,1,2023-10-15,2023-11-10,high
TI0006118,TXN0001463,INTM00013,agent,2,2023-08-06,2023-08-12,high
TI0006119,TXN0004875,INTM00006,correspondent_bank,2,2022-12-14,2023-01-04,medium
TI0006120,TXN0002054,INTM00001,correspondent_bank,2,2024-06-30,2024-07-08,high
TI0006121,TXN0004531,INTM00014,payment_processor,1,2024-12-31,2025-01-18,medium
TI0006122,TXN0003332,INTM00003,broker,1,2023-11-09,2023-11-26,high
